specimen,plant_name,country,fst_political,snd_political,locality,habitat,elevation,latitude_decimal,longitude_decimal,collector,collector_number,collection_date,specimen_data,MO,NY,F,US,UC,RSA,GH,L,K,E,GOET,BR,LIL,CORD,CTES,SP,RB,REU,ANDES,SPF,CONC,SI,MOLF,LPB,USZ
LN3807,Escallonia schreiteri Sleumer,Argentina,Salta,Capital,"San Lorenzo, Cerros al norte de la quebrada San Lorenzo",,1700,-24.7127777777778,-65.5,L. Novara,3807,29-Oct-1983,"Arbol 6 m, tronco 30 cm diametro, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
MC5281,Escallonia schreiteri Sleumer,Bolivia,Chuquisaca,Sucre,Near Sucre,Humid rocky crevices,2700,-19.05,-65.2,M. Cardenas,5281,1-Aug-1954,"Tree 3-4 m, flowers white",,,,,,,,1,,,,,,,,,,,,,,,,,
NL58,Escallonia schreiteri Sleumer,Bolivia,Santa Cruz,Manuel Maria Caballero,,"Zona Intervenida, al lado de la carretera",1600,-17.8577777777778,-64.6269444444444,"N. Ledezma, S. Churchill, A. Carrasco, M. Munoz, E. Calzadilla",58,8-Sep-2002,Inflorescencia color blanca,1,,,,,,,,,,,,,,,,,,,,,,,,
SB9352,Escallonia schreiteri Sleumer,Bolivia,Chuquisaca,Tomina,Padilla 25 kms hacia Monteagudo.,"Restos de bosque de Podocarpus y Polylepis, en quebrada cerca a la cumbre",2400,-19.35,-64.25,"S.G. Beck, M. Liberman",9352,1-Oct-1983,"Arbol raro, 7 m, flores fraganciosas toxicas. N.V. ""puna lloke""",,,,,,,,1,,,,,,,,,,,,,,,,,
WB6793,Escallonia schreiteri Sleumer,Bolivia,Cochabamba,Cochabamba,"Cerro Tunari, Luiruni, hot springs in Tunari range some miles above Quillacollo on the rail to Cochabamba",Bushy slope,2800,-17.3333333333333,-66.1333333333333,W.M.A. Brooke,6793,11-Aug-1950,Small tree,,1,1,,,,,,,,,,,,,,,,,,,,,,
WR1529,Escallonia schreiteri Sleumer,Perú,Apurimac,,Tillca-Estrella,Shrubland,2800,-13.5166666666667,-72.5666666666667,"W. Rauh, G. Hirsch",1529,7-Jun-1954,,,,1,,,,,1,,,,,,,,,,,,,,,,,
AC13359,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Tachira,Betania,Villa Paez et Delicias,,2250,7.53333333333333,-72.45,"A. Charpin, Jacquemoud",13359,14-Nov-1976,,,,1,,1,,,,1,,,,,,,,,,,,,,,,
AG48084,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Colombia,Valle,Cali,"Bosque de San Antonio, west of Cali, near television tower",,2250,3.53333333333333,-76.6,"A. Gentry, J. Ramos, T. Teefs, P. Silverstone, M. Monsalve, A. Meerow",48084,15-Jul-1984,"Tree 4 m, flowers white",1,1,,,,,,,,,,,,,,,,,,,,,,,
AN394,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Colombia,Cundinamarca,Tabio,"Cerro Juaica, vereda Juaica-santuario, Finca La Colina de la Moraleja",Cultivado en Jardín,2700,4.89805555555555,-74.1219444444444,A. Navas,394,24-Sep-2005,"Arbusto 4 m; ramificaciones como reiteraciones basales, tallos jovenes rojizos, hojas lustrosas y oscuras por la haz y opacas y claras por envés",,,,,,,,,,,,,,,,,,,1,,,,,,
AS14179,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,La Libertad,Bolívar,Pusac-Longotea (ruta a Bolivar),Ladera rocosa,2200,-7.06666666666667,-77.9166666666667,A. Sagastegui,14179,27-Aug-1989,Arbusto con flores blancas,1,1,1,,,,,,,,,,,,,,,,,,,,,,
BH18666,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Costa Rica,San Jose,Cantón de Pérez Zeledón,"Carretera Interamericana km 115, rumbo Cerro de la Muerte",,2000,9.48333333333333,-83.6833333333333,"B. Hammel, N Zamora",18666,21-Dec-1992,"Arbol 10 m, pétalos blancos, anteras amarillas, receptáculo crema.",,,1,,,,,,,,,,,,,,,,,,,,,,
BH6180,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Panama,Chiriquí,Cerro Hornito,West slope of Cerro Hornito,Near road through pasture,1200,8.63305555555556,-82.125,B. Hammel,6180,15-Feb-1979,"Slender tree 5 m tall, flowers pink white",1,1,,,,,,,,,,,,,,,,,,,,,,,
CD9839,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cajamarca,Jaén,"El Espino, Carretera entre el Espino y La Unión",Bosque arbóreo intervenido,2200,-6.51666666666667,-79.15,"C. Diaz, J. Campos, T. Guevara, E. Tineo",9839,17-Jul-1998,"Arbusto 5 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
CR1019,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Colombia,Valle,Palmira,"Tenjo, margen derecha de la quebrada Las Mirlas.",Borde de quebrada,2000,3.51666666666667,-76.15,C. Restrepo,1019,14-May-1997,"Arbol hasta 6 m; tallo moradol agallas abundantes. Hojas haz verde oscuro, envez verde claro",1,,,,,,,,,,,,,,,,,,,,,,,,
DB56,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Miranda,Guaicaipuro,Altos de Pipe,Bosque húmedo tropical,,10.35,-67.0416666666667,D. Bolbochan,56,2-Jan-1984,Arbolito 2-3 m alto; flores con pétalos blancos.,1,,,,,,,,,,,,,,,,,,,,,,,,
DN14917,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Ecuador,Zamora-Chinchipe,Zamora,"Estación científica  San Frnacisco, 30 km east of Loja on road to Zamora, on eastern Andes slopes, with metamorphic rock subtrate",Disturbed forest,1900,-3.96666666666667,-79.0666666666667,"D. Neill, W. Quizhpe",14917,22-Nov-2005,Tree 6 m tall.  Abundant in secondary vegetation.  Corolla white.  Immature fruits paler green,1,,1,,,,,,1,,,,,,,,,,,,,,,,
DN15369,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Ecuador,Zamora-Chinchipe,Palanda,"Tapichalaca Reserve, south of Podocarpus National Park, in upper Río Chinchipe watershed.  East of the Yangana-Valladolid road, at the head of the mule trail to Quebrada Honda.","Dense montane forest on slopes and low, very dense shrubby vegetation on exposed ridges",2570,-4.48444444444444,-79.1330555555555,D. Neill,15369,4-Dec-2006,"Shrub 3 m tall, fruits green",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ200,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cuzco,Paucartambo,"Carretera a Kosñipata, bajando a Janaco, a 1 km de la entrada del Parque Manu (colección hecha afuera del parque)","Bosque de niebla, suelo muy húmedo con musgos y líquenes, en una depresió por la cual baja una quebrada.  Creciendo con Gynoxis.",3492,-13.3539166666667,-71.6151944444444,"F. Zapata, E. Suclli, P. Puppo, L. Valenzuela",200,19-Jun-2007,"Arbol 8 m, muy ramificado, madera jóven rojiza; botones florales rojizos, flores blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ202,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cuzco,Paucartambo,"Carretera a Kosñipata, Janaco rumbo a Esperanza","Bosque de niebla, suelo muy húmedo.  Creciendo con Demostenesia spectabilis, Gaultheria, Pachyphylum (sobre tronco de Escallonia), Elaphoglossum.",3186,-13.1817222222222,-71.5976666666667,"F. Zapata, E. Suclli, P. Puppo, L. Valenzuela",202,19-Jun-2007,"Arbol 5 m, muy ramificado, poco común con individuos no agregados geográficamente, tallos jóvenes rojizos; botones rosados, flores blancas con parte apical rosada, estambres jóvenes rojizos.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ203,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cuzco,Paucartambo,"Carretera a Kosñipata, Janaco rumbo a Esperanza","Bosque de niebla, suelo muy húmedo.  Creciendo con Demostenesia spectabilis, Gaultheria.",3186,-13.1817222222222,-71.5976666666667,"F. Zapata, E. Suclli, P. Puppo, L. Valenzuela",203,19-Jun-2007,"Arbol pequeño, creciendo junto a Escallonia paniculata (coleccion FZ-202); flores blancas con parte apical de pétalos rosada.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ204,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cuzco,Paucartambo,"Carretera a Kosñipata, Janaco rumbo a Esperanza","Bosque de niebla, suelo muy húmedo.  Creciendo con Demostenesia spectabilis, Gaultheria.",3186,-13.1817222222222,-71.5976666666667,"F. Zapata, E. Suclli, P. Puppo, L. Valenzuela",204,19-Jun-2007,"Arbol 12 m; botones florales rosados, flores blancas con parte apical de pétalos rosada.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ245,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Piura,Huancabamba,"Canchaque, carretera de Canchaque a Huancabamba (ca. km 15)","Bosque de niebla.  Lupinus, Lamiaceae y Asteraceae son muy comunes.",2045,-5.36816666666667,-79.5756111111111,"F. Zapata, P. Puppo",245,3-Jul-2007,"Arbol 2.5 m, madera jóven rojiza;  botones florales blanco, flores blancas, anteras amarillo brillante.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ246,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Piura,Huancabamba,"Canchaque, carretera de Canchaque a Huancabamba (ca. km 15)","Bosque de niebla (relicto).  Lupinus, Lamiaceae y Asteraceae son muy comunes.",2045,-5.36816666666667,-79.5758333333333,"F. Zapata, P. Puppo",246,3-Jul-2007,"Arbol 3 m, madera jóven rojiza;  botones florales blanco, flores blancas, anteras amarillo brillante.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ247,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Piura,Huancabamba,"Canchaque, carretera de Canchaque a Huancabamba (ca. km 15)","Bosque de niebla (relicto).  Lupinus, Lamiaceae y Asteraceae son muy comunes.",2068,-5.37019444444444,-79.5759166666667,"F. Zapata, P. Puppo",247,3-Jul-2007,"Arbol 3 m, madera rojiza; hojas evidentemente atacadas por herbívoros; flores blancas; olor dulce.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ248,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Piura,Huancabamba,"Canchaque, carretera de Canchaque a Huancabamba (ca. km 15)","Bosque de niebla (relicto).  Lupinus, Lamiaceae y Asteraceae son muy comunes.",2068,-5.37019444444444,-79.5761111111111,"F. Zapata, P. Puppo",248,3-Jul-2007,"Arbol 3 m, madera rojiza; hojas evidentemente atacadas por herbívoros; flores blancas; olor dulce.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ254,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Piura,Huancabamba,"Canchaque, carretera de Canchaque a Huancabamba (ca. km 20)","Bosque de niebla (relicto). Creciendo en sumpatría absoluta con Escallonia myrtilloides (un individuo junto al otro).  Lupinus, Lamiaceae y Asteraceae son muy comunes.",2485,-5.37611111111111,-79.5682777777778,"F. Zapata, P. Puppo",254,3-Jul-2007,"Arbol 3 m, madera rojiza; flores blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ266,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Chulumani, ca. 2km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en un lugar muy húmedo, briófitos en el suelo.  Creciendo con Baccharis, Calceolaria.",3020,-16.3,-67.8,"F. Zapata, A. Palabral",266,19-Jul-2007,Arbol 1.8 m (juvenil); estéril.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ267,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Chulumani, ca. 2km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en un lugar muy húmedo, briófitos en el suelo.  Creciendo con Baccharis, Calceolaria.",2984,-16.3083333333333,-67.8136666666667,"F. Zapata, A. Palabral",267,19-Jul-2007,"Arbol 6 m, muy ramificado, cubierto de epífitas en todas las ramas; botnoes rosados, flores blancas con tintes rosados, disco amarillo brillante.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ268,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Chulumani, ca. 2km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en un lugar muy húmedo, briófitos en el suelo.  Creciendo con Weinmannia, Monina, Tibouchina.",2970,-16.3088888888889,-67.8136111111111,"F. Zapata, A. Palabral",268,19-Jul-2007,Arbol 2.5 m; botones florales rosados.,1,,,,,,,,,,,,,,,,,,,,,,,,
FZ269,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Chulumani, ca. 3km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en un lugar muy húmedo, briófitos en el suelo.  Creciendo con Weinmannia, Monina, Tibouchina.",2950,-16.3150833333333,-67.8122222222222,"F. Zapata, A. Palabral",269,19-Jul-2007,"Arbol 5 m; botones rosados, flores blancas, disco amarillo brillante.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ270,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Coroico, ca. 4km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en ladera muy húmeda, briófitos en el suelo.  Creciendo con Weinmannia, Monina, Tibouchina, Disterigma, Pernettya.",2790,-16.2861111111111,-67.8066944444444,"F. Zapata, A. Palabral",270,19-Jul-2007,"Arbol 5 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ271,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Coroico, ca. 9.5km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en ladera muy húmeda, briófitos en el suelo.  Creciendo con Weinmannia, Monina, Tibouchina, Disterigma, Pernettya.",2432,-16.2755555555556,-67.7918055555556,"F. Zapata, A. Palabral",271,19-Jul-2007,"Arbol 3 m, madera rojiza; flores blancas con tinte rosado.",1,,,,,,,,,,,,,,,,,,,,,,,,
FZ272,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,"Carretera vieja a Chuspipata-Coroico, ca. 9.5km abajo de Chuspipata","En bosque de niebla (=bosque Yungueño), en parte profunda de ladera muy húmeda.  Creciendo con Weinmannia, Monina, Tibouchina, Disterigma, Pernettya.",2432,-16.2763888888889,-67.7922222222222,"F. Zapata, A. Palabral",272,19-Jul-2007,"Arbol 7 m,; flores blancas.",1,,,,,,,,,,,,,,,,,,,,,,,,
GC1765,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cuzco,La Convención,"Huayopata, Huyro, Claquiña",Bosque primario,2150,-12.8666666666667,-72.5333333333333,"G. Calatayud, E. Suclli, R. Bonino, V. Chama",1765,17-Jul-2002,"Arbol 5 m, flores blanquecinas",1,,,,,,,,,,,,,,,,,,,,,,,,
GD19829,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Anzoátegui,Freites,"Cerro Peonía, above Los Pajaritos, 31 airline km NE of Bergatín and N of Mundo Nuevo, Serranía Turimiquire","Slopes, upper ridges and top of mountain. In cloud forest",2300,10.1,-64.1,"G. Davidse, A.C. González",19829,2-Dec-1981,"Tree 6 m, petals white",1,1,,,,,,,,,,,,,,,,,,,,,,,
Hv_8023,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Lara,Moran,Carretera de Humocaro Bojo via las Palmitas,"Vegetación secundaria, matorral",1750,9.66666666666667,-70.4166666666667,"H. van der Werff, R. Rivero",8023,16-Nov-1984,Tree 4 m; flowers white. Common.,1,1,,,,,,,,,,,,,,,,,,,,,,,
HV4434,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Ecuador,Carchi,Espejo,"Reserva Golondrinas. El corazón. Sendero a Río El Corazón, parte baja.","Bosque muy húmedo, montano, bosque primario",1860,0.816666666666667,-78.1333333333333,"H. Vargas, E. Narváez, W. Torres, P. Escobar",4434,25-Jan-2004,"Arbol 7 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
Hv8197,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Mérida,Sucre,Along the road from Páramo Molino to Estanques,Páramo Molino and forest just below.  Paramo much disturbed by grazing,2250,8.25,-71.55,"H. van der Werff, F. Orgega",8197,23-Nov-1985,Flowers white; common small tree 3 m.,1,,1,,,,,,,,,,,,,,,,,,,,,,
IS4929,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cajamarca,Santa Cruz,Siguiendo la carretera Lajas-Santa Cruz.,"Bosque perennifolio, cerca de la desembocadura del túnel",2150,-6.56666666666667,-78.8,I. Sánchez-Vega,4929,29-Jun-1988,"Arbol 15 m alto, hojas oblongo elípticas, glabras, cartáceas, envés con neervaduras prominentes; inflorescencias axilares más cortas que las hojas. N.V. Puma-para. NOTE: FIELD DATA PROBABBLY IN ERROR AND CORRESPONDING TO A LAURACEAE AND NOT TO ESCALLONIA!!!!!",,,1,,,,,,,,,,,,,,,,,,,,,,
JP2912,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cajamarca,San Ignacio,"San José de Lourdes, poblado los Llanos",Bosque esclerófilo en borde de carretera,2002,-5.0925,-78.8394444444444,"J. Perea, V. Flores",2912,16-Oct-2006,"Arbol 8 m, flores blancas pequeñas en paniculas axilares",1,,,,,,,,,,,,,,,,,,,,,,,,
JS10701,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Nor Yungas,1.4 km SE of Chuspipata on road to Chulumani.,"Cloud forest with abundant epiphytes, especially mosses, filmy ferns",3000,-16.3,-67.8166666666667,J.C. Solomon,10701,27-Aug-1983,"Tree, 5 m. Petals white, pale pink in bud. Wood sample separate.",1,1,,,,,,,,,,,,,,,,,,,,,,,
JS127754,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Distrito Federal,Libertador,"Selva nublada a lo largo del camino Costa de Maya, hacia San Antonio y Hacienda Santa Luisa, noroeste de la Colonia Tovar, 5-10 km desde la carretera principal de La Victoria-Colonia Tovar",Selva nublada,2100,10.45,-67.35,"J.A. Steyermark, G. Davidse, R. Liesner",127754,8-Dec-1982,"Common tree 5 m, flowers white",1,1,,,,,,,,,,,,,,,,,,,,,,,
JS18731,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,La Paz,Murillo,"Valle del Río Zongo, 32 km al norte de la cumbre. Río Jachcha Cruz",Bosque muy húmedo,2200,-16.1166666666667,-68.0666666666667,J.C. Solomon,18731,30-Jul-1988,Arbol 4 m; pétalos blancos,1,,,,,,,,,,,,,,,,,,,,,,,,
JT2968,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Colombia,Magdalena,Santa Marta,"Minca, Sierra Nevada de Santa Marta, Cerro San Lorenzo, Cabaña Inderena",,2300,11.1136111111111,-74.0341666666667,"J.H. Torres, P. Pinto",2968,23-Nov-1985,"Arbusto 4 m; flores blancas, estambres verdes, estigma verde.",,1,,,,,,,,,,,,,,,,,,,,,,,
JW11465,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,Cochabamba,Carrasco,ca. 3 km along road to San Mateo from Comarapa-Siberia highway,Moist cloud forest with areas of disturbance and extensive grazing.  Occasional.  A constituen of moist cloud forest,2200,-17.7927777777778,-64.7155555555556,J.R.I. Wood,11465,29-Sep-1996,"Tree with straight erect trunk (6cm); leaves shiny green above; ray florets white, anthers yellow",,,,,,,,,1,,,,,,,,,,,,,,,,
KV5689,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Cuzco,Calca,"Lares, Suyo",Bosque primario húmedo,2831,-12.4666666666667,-72,"L. Valenzuela, E. Suclli, I. Huamantupa, J. Farfán, H. Coasaca, J. Tito",5689,17-Jun-2005,"Arbol 10 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
KY4092,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,San Martín,Mariscal Cáceres,"Río Abiseo National Park; Río Montecristo watershed, E of río de las Palmas; ",10-15 mt tall forest by Río del peligro,2300,-7,-77,K. Young,4092,15-Aug-1986,6 m tree; corolla white,1,,1,,,,,,,,,,,,,,,,,,,,,,
LH18441,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Ecuador,Pichincha,Quito,"Road Aloag-Tandapi, W of the pass.  Vertical rocks at the river catarack at junction of Río Tandapi and Río Pilatón",,1800,-0.366666666666667,-78.8,L. Holm-Nielsen,18441,4-Jul-1979,"Treelet, flowers white. Anthers on a discus",1,1,1,,,,,,,,,,,,,,,,,,,,,,
LU4163,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Colombia,Antioquia,La Unión,Cerca al río Buey,,2400,5.83333333333333,-75.5333333333333,L. Uribe-Uribe,4163,5-Dec-1962,"Arbolito de 3 metros de altura, flores blancas",,1,,,,,,,,,,,,,,,,,,,,,,,
MC1182,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Trujillo,Bocono,Arbol Redondo,"Vegetación sucesional, arbustales y bosque altimontano",2100,9.41666666666667,-70.3333333333333,"M. Colella, V. Morales, M. Morales",1182,14-Jan-1982,"Arbol de 4 m; ramas jóvenes y pecíolos morados; cáliz verde, corola crema; flores con olor melífero. Escaso en cañadas",1,1,,,,,,,,,,,,,,,,,,,,,,,
MD2620,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Huanuco,Huanuco,"ca. 57 km NNE of Huanuco on road to Tingo Maria, ca. 15 km N of tunnel",Dry ceja,1950,-9.55,-75.9833333333333,M. Dillon,2620,15-Jul-1981,Shrub or small tree to 3 m; flowers white,1,1,1,,,,,,,,,,,,,,,,,,,,,,
MW2000/891,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Amazonas,Chachapoyas,Road Chachapoyas to Mendoza,"Shrub forest and oen vegetation on sandstone, with seepage areas",2200,-6.21027777777778,-77.7158333333333,"M. Weigend, E. Rodriguez, H. Förther, N. Dostert",2000/891,20-Oct-2000,"Shrub to 4 m, flowers white",,,1,,,,,,,,,,,,,,,,,,,,,,
PA6612,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Bolivia,Cochabamba,Chapare,"New road from Cochabamba to Santa Cruz; Paracti, Cachaca","Humid forest, along trail from the hanging bridge to the water tank",2600,-17.2166666666667,-65.8,"P. Acevedo-Rodriguez, A. Siaca, S. Ferruci, H. Garcia, M. Fernandez",6612,25-Jul-1994,"Shrub 4-5 m tall; calyx green, corolla white",1,1,1,1,,,,,,,,,,,,,,,,,,,,,
RK541,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Mérida,Santo Domingo,4.1-6.3 Km E of Santo Domingo on the road to Barinas,Steep cloud forest slopes descending on the road.,1650,8.865,-70.6944444444444,"R.M. Jing, F. Almeda, M.B. Knowles",10541,26-Jan-1993,"Arching trees over the road, 4-5 m tall; petal white",1,,,1,,,,,1,,,,,,,,,,,,,,,,
RR3379,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Oxapampa,Oxapampa,Sector Chacos Pajonal,Bosque enano de Arenisca,2300,-10.6236111111111,-75.2952777777778,"R. Rojas, J. Perea, J. Mateo, R. Francis, E. Becerra",3379,5-Sep-2004,"Arbol 10 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
RV25391,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Perú,Amazonas,Rodríguez de Mendoza,"Mariscal Benavides, Michina",Bosque secundario,1500,-6.37722222222222,-77.5077777777778,"R. Vásquez, J. Campos",25391,2-Sep-1998,"Arbol 6 m, flores blancas",1,,,,,,,,,,,,,,,,,,,,,,,,
TC21834,Escallonia paniculata (Ruiz & Pav.) Roem. & Schult.,Venezuela,Distrito Federal,,"Parque Nacional Avila, vicinity of Teleferico station",,2000,10.5333333333333,-66.8794444444444,T.B. Croat,21834,14-Feb-1973,"Tree 3-4 m, flowers white, fruits green immature.",1,1,,,,1,,,,,,,,,,,,,,,,,,,
